dataset,query_id,financebench_id,company,doc_name,bank_name,query,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,diagnostic_category,latency_seconds,top1_latency_seconds,top5_latency_seconds,top1_input_tokens,top1_output_tokens,top5_input_tokens,top5_output_tokens
ESRS,"ABN Amro__ABN_Amro_0138__For ABN Amro’s agriculture disclosures, does the bank state that, due to the Pillar 3 counterparty boundary, household borrowers in this portfolio are omitted from the template?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro’s agriculture disclosures, does the bank state that, due to the Pillar 3 counterparty boundary, household borrowers in this portfolio are omitted from the template?",ABN_Amro_0138,ABN_Amro_0130_intro,ABN_Amro_0138|ABN_Amro_0130_intro|ABN_Amro_0133|ABN_Amro_0139|ABN_Amro_0134,0,1.0,mrr_rank1_only,82.932,24.227,82.932,20257,1579,47174,6830
ESRS,"ABN Amro__ABN_Amro_0142__For ABN Amro’s physical risk methodology, does a specific quantitative criterion apply to Dutch flooding cases to flag an exposure as acute flood–sensitive, and if so, what is that criterion?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro’s physical risk methodology, does a specific quantitative criterion apply to Dutch flooding cases to flag an exposure as acute flood–sensitive, and if so, what is that criterion?",ABN_Amro_0142,ABN_Amro_0143,ABN_Amro_0142|ABN_Amro_0143|ABN_Amro_0140|ABN_Amro_0029|ABN_Amro_0028,0,1.0,mrr_rank1_only,86.22,16.976,86.22,14003,1382,90201,7551
ESRS,"ABN Amro__ABN_Amro_0143__In its GAR KPI summary, does ABN Amro state that it cannot compute the GAR flow “coverage over total assets” metric because the flow template lacks the total-asset denominator needed for that calculation?",,ABN Amro,ABN Amro,ABN Amro,"In its GAR KPI summary, does ABN Amro state that it cannot compute the GAR flow “coverage over total assets” metric because the flow template lacks the total-asset denominator needed for that calculation?",ABN_Amro_0143,ABN_Amro_0143,ABN_Amro_0143|ABN_Amro_0145|ABN_Amro_0144,1,1.0,both_rank1,56.199,14.849,56.199,14008,1134,63509,4653
ESRS,"ABN Amro__ABN_Amro_0144__For its Green Asset Ratio disclosures, does ABN Amro state that exposures to financial counterparties outside the NFRD scope are recorded under the Pillar 3 line item ""other assets"" in order to keep the presentation consistent with the EU Taxonomy’s separate category for such exposures?",,ABN Amro,ABN Amro,ABN Amro,"For its Green Asset Ratio disclosures, does ABN Amro state that exposures to financial counterparties outside the NFRD scope are recorded under the Pillar 3 line item ""other assets"" in order to keep the presentation consistent with the EU Taxonomy’s separate category for such exposures?",ABN_Amro_0144,ABN_Amro_0144,ABN_Amro_0144|ABN_Amro_0145|ABN_Amro_0143|ABN_Amro_0146,1,1.0,both_rank1,100.854,22.453,100.853,19440,1923,87314,8396
ESRS,"ABN Amro__ABN_Amro_0145__For the GAR disclosures, did ABN AMRO provide EU Taxonomy ‘flow’ KPI figures for the reporting dates 31 December 2023 and 30 June 2024, or did it explicitly defer these metrics to a later reporting period?",,ABN Amro,ABN Amro,ABN Amro,"For the GAR disclosures, did ABN AMRO provide EU Taxonomy ‘flow’ KPI figures for the reporting dates 31 December 2023 and 30 June 2024, or did it explicitly defer these metrics to a later reporting period?",ABN_Amro_0145,ABN_Amro_0145,ABN_Amro_0145|ABN_Amro_0143|ABN_Amro_0144,1,1.0,both_rank1,50.147,17.608,50.147,18391,1214,59160,3631
ESRS,"BBVA__BBVA_0007__In its ESRS-focused risk disclosures, has BBVA stated that its Risk Appetite Framework sets Board-approved quantitative caps on exposure-at-default to activities internally assessed as High Transition Risk?",,BBVA,BBVA,BBVA,"In its ESRS-focused risk disclosures, has BBVA stated that its Risk Appetite Framework sets Board-approved quantitative caps on exposure-at-default to activities internally assessed as High Transition Risk?",BBVA_0007,BBVA_0007,BBVA_0007|BBVA_0004|BBVA_0006|BBVA_0005|BBVA_0000,1,1.0,both_rank1,78.74,20.317,78.74,36187,1224,116850,5300
ESRS,"BBVA__BBVA_0009__For BBVA, does the disclosed Environmental and Social Framework set explicit financing bans for new projects, including prohibitions tied to use of child or forced labor/human trafficking, projects impacting indigenous or vulnerable communities without free, prior and informed consent, and dealings with controversial weapons manufacturers or dealers?",,BBVA,BBVA,BBVA,"For BBVA, does the disclosed Environmental and Social Framework set explicit financing bans for new projects, including prohibitions tied to use of child or forced labor/human trafficking, projects impacting indigenous or vulnerable communities without free, prior and informed consent, and dealings with controversial weapons manufacturers or dealers?",BBVA_0009,BBVA_0009,BBVA_0009|BBVA_0010|BBVA_0012|BBVA_0007|BBVA_0004,1,1.0,both_rank1,77.604,21.316,77.604,14299,1735,85987,6202
ESRS,"BBVA__BBVA_0010__For ESRS-aligned reporting on fair access to financial services, does BBVA state that its retail credit admission and pricing models exclude protected personal attributes (such as gender, ethnic origin, religion, disability, sexual orientation or political opinion) to avoid discriminatory treatment?",,BBVA,BBVA,BBVA,"For ESRS-aligned reporting on fair access to financial services, does BBVA state that its retail credit admission and pricing models exclude protected personal attributes (such as gender, ethnic origin, religion, disability, sexual orientation or political opinion) to avoid discriminatory treatment?",BBVA_0010,BBVA_0010,BBVA_0010|BBVA_0009|BBVA_0008|BBVA_0000,1,1.0,both_rank1,103.941,17.887,103.941,15349,1542,61182,8620
ESRS,"BNP Paribas__BNP_Paribas_0000__When information from its value chain is incomplete or unreliable, does BNP Paribas Fortis commit to use reasonable estimates and, where measurement uncertainty is significant, disclose a narrative describing the methodologies, definitions, and related limitations for those estimates?",,BNP Paribas,BNP Paribas,BNP Paribas,"When information from its value chain is incomplete or unreliable, does BNP Paribas Fortis commit to use reasonable estimates and, where measurement uncertainty is significant, disclose a narrative describing the methodologies, definitions, and related limitations for those estimates?",BNP_Paribas_0000,BNP_Paribas_0000,BNP_Paribas_0000|BNP_Paribas_0033|BNP_Paribas_0004|BNP_Paribas_0002_intro|BNP_Paribas_0001,1,1.0,both_rank1,98.222,21.412,98.222,8468,1401,68449,8073
ESRS,"BNP Paribas__BNP_Paribas_0001__Within the 2024 Sustainability Statements, does BNP Paribas Fortis provide a distinct disclosure that defines the perimeter of financial exposures examined for EU Taxonomy alignment (i.e., which financial assets were included in the alignment assessment)?",,BNP Paribas,BNP Paribas,BNP Paribas,"Within the 2024 Sustainability Statements, does BNP Paribas Fortis provide a distinct disclosure that defines the perimeter of financial exposures examined for EU Taxonomy alignment (i.e., which financial assets were included in the alignment assessment)?",BNP_Paribas_0001,BNP_Paribas_0012,BNP_Paribas_0012|BNP_Paribas_0013|BNP_Paribas_0011|BNP_Paribas_0014|BNP_Paribas_0015,0,,both_fail,60.89,19.511,60.89,12922,1861,33643,6032
ESRS,"BNP Paribas__BNP_Paribas_0004__For ESRS transparency on data quality and estimation practices, does BNP Paribas Fortis acknowledge that constraints in ESG data availability lead it to use estimates and that this entails limitations regarding representativeness?",,BNP Paribas,BNP Paribas,BNP Paribas,"For ESRS transparency on data quality and estimation practices, does BNP Paribas Fortis acknowledge that constraints in ESG data availability lead it to use estimates and that this entails limitations regarding representativeness?",BNP_Paribas_0004,BNP_Paribas_0000,BNP_Paribas_0004|BNP_Paribas_0033|BNP_Paribas_0000|BNP_Paribas_0009|BNP_Paribas_0001,0,1.0,mrr_rank1_only,108.874,17.399,108.874,8440,1275,71029,8121
ESRS,"BNP Paribas__BNP_Paribas_0013__Following the European Commission’s 8 November 2024 communication interpreting Delegated Regulation (EU) 2021/2178, which requires banks to secure documentation evidencing satisfaction of each technical screening criterion, does BNP Paribas recognise any loans or other instruments with specified use-of-proceeds to companies or local administrations in the GAR numerator?",,BNP Paribas,BNP Paribas,BNP Paribas,"Following the European Commission’s 8 November 2024 communication interpreting Delegated Regulation (EU) 2021/2178, which requires banks to secure documentation evidencing satisfaction of each technical screening criterion, does BNP Paribas recognise any loans or other instruments with specified use-of-proceeds to companies or local administrations in the GAR numerator?",BNP_Paribas_0013,BNP_Paribas_0013,BNP_Paribas_0013|BNP_Paribas_0014|BNP_Paribas_0012|BNP_Paribas_0011|BNP_Paribas_0015,1,1.0,both_rank1,73.488,29.292,73.488,12745,1915,32513,5411
ESRS,"BNP Paribas__BNP_Paribas_0014__For the GAR stock as at 31 December 2024, does BNP Paribas Fortis quantify the proportions of assets left out of (i) the GAR numerator pursuant to Article 7(2)-(3) and Annex V section 1.1.2, and (ii) the GAR denominator pursuant to Article 7(1) and Annex V section 1.2.4; if so, what percentages are reported?",,BNP Paribas,BNP Paribas,BNP Paribas,"For the GAR stock as at 31 December 2024, does BNP Paribas Fortis quantify the proportions of assets left out of (i) the GAR numerator pursuant to Article 7(2)-(3) and Annex V section 1.1.2, and (ii) the GAR denominator pursuant to Article 7(1) and Annex V section 1.2.4; if so, what percentages are reported?",BNP_Paribas_0014,BNP_Paribas_0014,BNP_Paribas_0014|BNP_Paribas_0013|BNP_Paribas_0012|BNP_Paribas_0015|BNP_Paribas_0011,1,1.0,both_rank1,69.891,24.844,69.891,13014,2262,32648,6373
ESRS,"BNP Paribas__BNP_Paribas_0016__For BNP Paribas Fortis, is the disclosed internal ratio of eligible assets deemed aligned with climate goals calculated solely by testing against the Taxonomy’s technical climate performance thresholds?",,BNP Paribas,BNP Paribas,BNP Paribas,"For BNP Paribas Fortis, is the disclosed internal ratio of eligible assets deemed aligned with climate goals calculated solely by testing against the Taxonomy’s technical climate performance thresholds?",BNP_Paribas_0016,BNP_Paribas_0016,BNP_Paribas_0016|BNP_Paribas_0015|BNP_Paribas_0013|BNP_Paribas_0014|BNP_Paribas_0011,1,1.0,both_rank1,75.914,26.019,75.914,12578,1985,32317,6374
ESRS,"BNP Paribas__BNP_Paribas_0018__Does BNP Paribas Fortis disclose a structured mapping that links each identified material workforce impact, risk or opportunity to the relevant internal rules, operational measures, performance indicators, and quantitative targets/monitoring metrics?",,BNP Paribas,BNP Paribas,BNP Paribas,"Does BNP Paribas Fortis disclose a structured mapping that links each identified material workforce impact, risk or opportunity to the relevant internal rules, operational measures, performance indicators, and quantitative targets/monitoring metrics?",BNP_Paribas_0018,BNP_Paribas_0018,BNP_Paribas_0018|BNP_Paribas_0019|BNP_Paribas_0020|BNP_Paribas_0005|BNP_Paribas_0017_intro,1,1.0,both_rank1,167.452,47.985,167.452,27997,3572,107354,12926
ESRS,"BNP Paribas__BNP_Paribas_0020__Regarding ESRS S1 expectations on fair pay, does BNP Paribas Fortis specify both the share of its workforce receiving at least an adequate wage and the methodology (including source and refresh cycle) used to set that adequacy benchmark?",,BNP Paribas,BNP Paribas,BNP Paribas,"Regarding ESRS S1 expectations on fair pay, does BNP Paribas Fortis specify both the share of its workforce receiving at least an adequate wage and the methodology (including source and refresh cycle) used to set that adequacy benchmark?",BNP_Paribas_0020,BNP_Paribas_0020,BNP_Paribas_0020|BNP_Paribas_0018|BNP_Paribas_0019,1,1.0,both_rank1,63.91,20.019,63.91,18382,1442,52934,4708
ESRS,"BNP Paribas__BNP_Paribas_0022__Does BNP Paribas Fortis identify a concrete KPI for monitoring its material opportunity related to financial inclusion, and what is that KPI?",,BNP Paribas,BNP Paribas,BNP Paribas,"Does BNP Paribas Fortis identify a concrete KPI for monitoring its material opportunity related to financial inclusion, and what is that KPI?",BNP_Paribas_0022,BNP_Paribas_0022,BNP_Paribas_0022|BNP_Paribas_0024|BNP_Paribas_0023|BNP_Paribas_0021_intro|BNP_Paribas_0004,1,1.0,both_rank1,61.792,21.384,61.791,11200,1433,43164,4628
ESRS,"BNP Paribas__BNP_Paribas_0026__For BNP Paribas Fortis, is there a documented governance control by which the Governance and Nomination Committee evaluates, at least annually, the Board of Directors’ individual and collective competencies to ensure suitability for the bank’s activities?",,BNP Paribas,BNP Paribas,BNP Paribas,"For BNP Paribas Fortis, is there a documented governance control by which the Governance and Nomination Committee evaluates, at least annually, the Board of Directors’ individual and collective competencies to ensure suitability for the bank’s activities?",BNP_Paribas_0026,BNP_Paribas_0026,BNP_Paribas_0026|BNP_Paribas_0003|BNP_Paribas_0027|BNP_Paribas_0004|BNP_Paribas_0025_intro,1,1.0,both_rank1,68.071,18.748,68.071,10438,1531,48590,5607
ESRS,"BNP Paribas__BNP_Paribas_0028__Has BNP Paribas Fortis established a prohibition on making political contributions, whether directly or indirectly, within its rules on gifts and hospitality?",,BNP Paribas,BNP Paribas,BNP Paribas,"Has BNP Paribas Fortis established a prohibition on making political contributions, whether directly or indirectly, within its rules on gifts and hospitality?",BNP_Paribas_0028,BNP_Paribas_0028,BNP_Paribas_0028|BNP_Paribas_0027|BNP_Paribas_0026,1,1.0,both_rank1,58.333,18.982,58.333,10586,1398,31758,4543
ESRS,"BNP Paribas__BNP_Paribas_0031__Within BNP Paribas Fortis’ ICT and cyber risk management framework, are individual cybersecurity requirements explicitly assigned implementation deadlines (i.e., time-bound due dates)?",,BNP Paribas,BNP Paribas,BNP Paribas,"Within BNP Paribas Fortis’ ICT and cyber risk management framework, are individual cybersecurity requirements explicitly assigned implementation deadlines (i.e., time-bound due dates)?",BNP_Paribas_0031,BNP_Paribas_0031,BNP_Paribas_0031|BNP_Paribas_0030|BNP_Paribas_0027|BNP_Paribas_0026|BNP_Paribas_0025_intro,1,1.0,both_rank1,80.069,61.655,80.069,34121,4465,51240,5976
ESRS,"BNP Paribas__BNP_Paribas_0033__In its basis-of-preparation note, does BNP Paribas Fortis specify which EU subsidiaries rely on the consolidated-reporting exemption under the Accounting Directive (Articles 19a(9) and 29a(8)), explain why they qualify, and confirm that their sustainability information is included within BNP Paribas Fortis’s own sustainability statement, with the entities named?",,BNP Paribas,BNP Paribas,BNP Paribas,"In its basis-of-preparation note, does BNP Paribas Fortis specify which EU subsidiaries rely on the consolidated-reporting exemption under the Accounting Directive (Articles 19a(9) and 29a(8)), explain why they qualify, and confirm that their sustainability information is included within BNP Paribas Fortis’s own sustainability statement, with the entities named?",BNP_Paribas_0033,BNP_Paribas_0033,BNP_Paribas_0033|BNP_Paribas_0002_intro|BNP_Paribas_0001|BNP_Paribas_0000,1,1.0,both_rank1,97.267,28.215,97.267,19125,2114,57332,7411
